age,gender,financial_risk_assessment,yearly_income,product_category,debt_comfort_level,online_purchase_frequency
50,1,7,34933,2,4,2
45,1,4,10693,4,1,8
38,3,4,26884,3,3,3
25,3,8,41278,2,7,3
35,3,2,24327,2,6,1
20,1,9,93831,4,5,9
32,1,5,52800,1,1,10
41,1,10,49553,4,5,10
38,1,9,92191,2,1,10
50,2,4,57400,1,9,8
47,2,5,89374,2,1,5
27,2,1,93093,1,6,3
33,3,10,37582,4,9,6
43,2,8,29911,3,9,6
50,2,10,75722,4,2,3
38,1,4,99033,4,7,3
27,2,6,74464,4,10,4
37,3,9,28582,2,8,9
42,1,1,58476,4,6,6
44,3,4,91330,4,5,1
47,3,9,65533,1,9,3
33,1,7,91458,3,1,9
22,2,3,39620,4,4,6
43,2,1,93467,1,7,10
24,3,2,82666,4,10,7
26,2,3,55654,4,5,1
42,3,7,93697,1,7,5
50,3,8,22510,1,8,9
34,3,4,54163,2,8,7
44,2,7,44002,2,4,3
45,3,1,31302,2,5,6
35,1,1,45362,1,3,7
25,3,8,36950,3,10,5
46,1,1,96437,3,1,10
40,3,2,29581,2,10,4
46,1,1,39866,1,5,6
22,1,7,57787,1,10,2
43,1,10,71388,4,9,3
33,1,10,75672,1,6,2
45,1,9,41302,4,1,8
38,1,1,54996,1,7,1
41,2,2,74443,4,9,9
44,1,8,92332,2,1,7
49,3,1,20326,1,8,7
43,3,2,93858,1,8,10
48,3,9,11183,2,7,4
30,1,1,64390,2,1,8
36,1,4,49305,4,7,8
41,2,5,40453,4,10,9
32,1,10,13272,4,5,5
34,2,6,50269,2,10,2
30,1,3,13301,2,10,5
29,2,8,56927,4,10,7
40,1,6,82414,4,2,10
39,1,2,84242,4,8,4
27,2,8,85821,4,3,4
47,2,6,26256,3,8,10
26,3,6,79073,3,10,9
44,2,5,77634,3,10,7
40,3,9,55028,3,5,4
34,3,9,59820,1,3,9
24,2,9,50158,2,9,8
34,1,3,33666,1,7,6
25,1,2,38652,2,7,10
45,2,1,95050,1,2,6
28,1,9,69987,4,4,1
48,1,2,85866,3,9,7
31,3,10,28669,3,5,4
34,1,3,59187,2,4,7
30,3,2,98824,3,9,8
20,2,8,46789,3,2,3
43,1,5,33141,4,2,3
49,3,1,94117,2,6,1
48,1,6,64442,2,3,1
25,3,1,10602,4,9,3
32,2,9,20666,3,4,7
46,3,2,69213,2,6,4
38,1,3,99432,1,3,5
28,3,2,65463,1,4,8
50,2,8,27658,1,5,6
45,3,7,31775,1,9,5
42,1,5,21047,2,7,6
45,3,3,79174,3,1,9
46,3,7,27911,2,7,7
30,1,5,70377,4,7,4
28,2,5,57736,1,1,3
26,2,7,43007,4,10,6
32,2,10,44606,1,2,5
31,3,5,44351,2,9,4
24,3,9,47148,2,10,8
27,3,7,89714,4,3,5
39,1,4,78581,3,1,5
24,3,2,83402,2,6,8
23,3,1,60054,4,10,6
50,3,4,26097,1,1,10
46,2,3,90588,3,3,8
25,1,10,20278,4,9,6
32,1,5,84013,4,1,4
26,3,8,66181,4,5,9
34,2,4,40037,1,2,7
25,3,8,93233,2,8,7
25,1,3,38962,1,8,6
50,3,7,27139,2,7,3
30,2,4,97112,1,10,8
31,1,1,12644,1,5,6
32,3,6,35348,4,3,7
29,2,4,48243,1,8,1
43,2,5,46614,3,8,2
39,1,1,31320,4,5,5
30,2,4,36677,3,3,5
50,2,9,41856,2,5,8
22,3,3,72426,2,3,10
38,1,5,12544,4,1,4
27,2,2,91714,3,6,3
23,1,1,98043,3,8,1
45,3,6,22347,3,10,3
36,2,6,78017,4,3,3
38,1,3,54846,4,10,9
36,3,9,37594,3,9,10
48,3,10,87154,2,3,7
25,3,3,70327,3,2,3
30,1,1,36831,3,10,9
46,3,2,14086,2,9,9
21,1,2,44833,3,3,2
43,3,6,85797,4,1,3
21,3,6,80875,1,9,6
33,2,6,62670,2,3,8
41,1,8,69985,2,9,5
27,2,1,14994,3,2,7
35,3,7,77485,3,6,8
41,1,3,11450,2,8,10
30,1,2,62981,1,4,3
42,3,1,59068,4,10,3
37,1,9,91526,3,6,5
47,1,3,56414,4,1,6
34,3,1,59385,3,8,7
45,3,3,54561,3,5,4
43,2,10,80113,3,8,8
42,3,8,79949,1,10,9
21,1,8,50046,1,10,8
39,3,8,42919,2,10,2
49,2,6,66598,3,8,8
34,2,4,49615,4,7,4
26,3,4,55003,4,10,7
41,1,10,27032,4,10,8
40,1,2,47360,4,1,1
31,3,9,69425,2,6,1
38,1,2,73822,4,6,6
40,1,9,71913,4,8,6
36,3,4,22311,4,1,8
22,3,2,92296,4,2,9
20,2,10,97495,2,8,6
34,1,4,67766,2,6,7
29,1,5,30502,2,9,5
21,1,7,25464,2,8,9
44,1,8,61500,3,2,1
45,3,6,33061,4,4,9
34,1,8,45350,4,3,9
41,3,1,34011,4,5,6
44,3,9,96356,2,7,9
45,1,9,21023,2,1,6
23,2,1,44827,3,6,1
38,1,8,63980,4,10,6
32,1,10,19625,1,2,7
29,1,4,56780,2,3,10
34,1,4,18528,2,7,2
46,1,3,36535,2,5,9
44,2,2,83641,4,1,8
26,2,9,14715,3,7,8
47,1,2,91891,2,8,3
38,2,9,73291,1,4,1
48,3,1,47746,2,1,6
42,1,10,69656,3,2,10
33,1,9,92478,1,2,9
39,3,6,42421,4,4,10
21,2,8,26466,2,4,6
24,2,6,74220,1,3,5
50,1,4,69690,4,8,10
24,1,3,76372,3,2,10
24,1,5,11501,1,8,9
32,1,4,57579,2,4,2
23,3,4,11969,2,2,2
36,1,9,29693,2,1,5
22,3,7,28866,4,9,6
47,3,3,75877,2,4,4
21,2,8,94690,4,9,9
50,2,10,35039,3,3,8
41,1,3,65084,3,9,9
27,1,10,93170,1,7,4
39,1,7,78785,4,1,1
46,1,9,36419,1,6,10
37,1,8,63969,3,6,2
30,1,9,21982,2,8,1
30,3,7,70835,4,2,2
33,3,9,42617,1,8,6
50,2,9,87154,2,2,4
39,3,9,66764,1,4,4
39,2,2,69219,2,9,3
45,2,4,25894,3,8,7
21,2,7,56932,4,6,4
48,3,3,39202,2,2,2
22,1,1,26724,1,5,6
26,3,8,22333,3,4,6
27,3,8,12262,3,5,8
44,3,2,57190,4,5,8
48,1,1,23581,4,1,2
47,3,9,58841,2,1,8
45,1,3,36287,2,7,8
50,2,9,37376,4,7,6
27,2,4,92830,1,10,5
35,1,9,23440,3,5,5
49,2,6,70115,3,9,10
34,2,2,59404,4,9,9
30,1,6,45382,3,7,5
20,1,4,75170,1,1,5
39,3,5,52246,3,5,7
28,3,8,47498,3,3,4
50,1,4,12766,3,4,5
31,3,1,64726,2,9,9
49,3,6,28460,1,7,6
27,3,10,31051,1,1,7
31,3,4,91410,1,9,1
31,3,4,83988,2,1,4
47,2,4,27715,1,6,1
43,2,9,96747,2,10,5
25,3,10,57771,4,5,5
48,3,8,44944,1,3,5
43,3,7,90122,1,5,9
26,1,10,42633,2,9,3
24,3,4,78963,2,1,1
21,1,2,29308,2,10,10
49,2,6,37559,2,10,1
47,3,7,16224,4,8,2
41,2,4,97475,4,10,8
37,2,5,37353,4,1,8
46,1,9,12607,1,10,1
25,1,7,56317,1,6,7
34,1,7,93967,2,3,2
37,2,2,23895,1,7,8
38,1,1,65928,4,1,1
26,3,5,35127,1,9,5
49,1,9,98863,1,8,3
28,2,1,77800,4,3,1
48,3,9,27093,4,1,4
41,2,7,91533,3,10,7
22,3,2,43940,1,8,4
23,1,9,35070,1,4,5
28,2,4,99629,1,6,1
38,2,3,24118,1,8,9
36,2,9,81508,1,7,4
22,1,3,40426,3,5,9
26,3,3,26401,1,10,4
43,3,6,16367,2,3,2
25,2,4,52891,3,8,5
31,3,10,42621,2,3,3
44,2,9,64634,3,6,10
46,3,2,64158,2,5,4
48,2,6,49754,1,3,3
47,1,2,57819,1,5,4
34,2,6,17374,1,9,3
26,3,10,28509,4,4,6
46,1,2,37141,1,2,2
38,2,1,59826,1,4,9
44,1,5,43016,3,2,3
29,1,1,50201,1,3,9
50,2,3,44335,4,10,6
41,1,6,99222,2,2,3
20,2,8,21441,4,4,2
31,1,6,12374,3,10,1
38,2,9,75067,1,7,1
33,3,6,34818,3,5,7
27,2,2,38625,2,6,1
29,1,9,19954,4,2,1
38,3,5,96361,4,3,6
38,1,8,48063,1,9,1
28,1,4,43073,4,10,2
43,1,9,71814,4,3,8
48,2,3,46928,1,7,6
35,3,2,71486,3,3,2
30,3,4,34732,1,4,5
48,1,4,75224,3,4,7
32,1,9,59596,1,9,9
41,2,8,95592,3,2,1
20,3,2,67425,3,1,10
44,1,4,16590,1,1,5
28,1,8,35863,1,3,4
44,3,2,22281,4,9,4
29,1,6,69585,3,10,6
28,2,8,30626,4,1,7
21,3,3,27799,1,4,5
44,3,2,94001,4,2,2
45,3,7,40713,4,8,1
44,3,2,37737,3,8,3
36,1,9,95641,2,1,6
29,2,4,66808,4,5,2
37,3,10,36583,1,9,2
38,2,4,71530,3,9,9
20,1,9,73399,3,1,7
47,3,10,56381,1,9,5
46,2,3,95173,3,8,4
42,1,10,10746,2,5,4
47,3,5,76681,4,10,3
37,3,5,99961,4,2,10
43,2,8,77038,3,5,7
44,3,1,11623,3,2,6
21,1,9,52713,1,3,10
28,3,2,23193,4,1,8
28,1,3,69840,4,5,3
33,3,2,80451,4,8,2
26,1,9,97045,3,3,5
45,1,8,33428,3,1,6
48,2,1,96926,2,9,7
32,1,7,82013,3,9,7
35,1,6,22968,3,7,6
46,2,1,50565,1,4,2
47,1,1,76839,1,4,1
37,3,10,19121,3,5,3
21,3,3,56706,2,10,4
42,1,6,40531,4,8,8
27,1,10,44203,4,1,8
37,1,1,24612,1,3,8
39,1,1,96374,3,3,5
34,2,5,98891,1,3,8
26,3,9,56709,3,4,4
34,1,9,49547,3,7,9
48,2,3,64937,1,1,10
37,1,10,44792,3,1,8
43,2,1,73771,1,9,8
35,2,6,98547,3,4,3
26,1,10,57864,2,5,8
30,2,6,93858,4,2,10
47,2,5,21200,2,1,7
40,1,8,59066,1,4,8
46,3,9,94478,2,9,10
28,3,5,47112,4,8,10
24,1,2,71125,2,8,4
21,2,4,11203,3,10,5
39,3,6,49032,1,10,9
40,2,1,63827,1,4,6
26,3,7,24652,3,4,10
46,1,1,32765,4,7,4
21,3,9,42951,1,1,10
23,2,2,52071,2,3,3
38,2,1,97339,3,3,4
39,3,1,43719,1,7,4
30,3,8,36074,2,6,5
31,1,1,51514,3,8,6
38,3,7,70256,4,4,9
21,1,8,25751,2,9,2
24,1,1,60873,1,1,2
20,2,10,43903,4,3,5
30,2,3,77705,3,6,10
25,1,4,80869,2,1,10
29,3,7,77312,1,4,3
45,2,4,37246,3,9,6
37,3,9,64132,3,5,3
49,1,1,15242,1,2,10
20,1,10,50792,4,3,3
30,1,8,46923,3,9,8
50,2,5,37603,4,9,1
25,3,6,55252,3,8,7
43,3,5,49507,3,5,9
26,3,8,47326,3,10,1
28,2,9,57770,3,2,2
34,3,2,54126,3,2,8
46,2,9,15883,3,5,6
50,3,1,19178,1,5,6
35,1,3,97830,1,4,10
39,1,5,82131,2,5,9
36,3,10,58160,3,2,3
47,1,1,25630,3,8,4
34,1,3,34266,1,7,6
38,2,6,14888,2,9,5
44,2,8,92515,4,5,7
40,3,7,27924,1,8,9
49,2,7,29173,2,1,8
21,3,1,65719,3,5,8
30,1,6,69202,3,4,2
34,1,4,75287,1,9,6
41,3,4,38588,3,7,6
36,3,2,16676,2,2,7
31,2,9,67866,3,4,4
22,2,5,89330,2,1,6
21,3,9,44072,1,3,5
38,3,1,54425,1,10,5
35,2,6,89802,1,6,2
50,2,10,50976,3,1,2
48,1,10,65096,2,6,3
35,2,10,35425,2,10,5
39,1,8,56109,2,7,5
48,3,8,93290,4,1,4
39,3,4,56345,1,3,10
36,1,2,85593,1,1,3
24,3,3,91036,1,2,2
32,1,10,40009,2,3,2
44,3,9,78260,4,8,1
31,3,8,60328,4,8,8
21,3,3,18479,4,2,3
38,1,5,60042,2,8,4
40,2,5,70269,3,8,5
20,1,5,12233,3,1,4
43,2,3,51430,4,10,5
30,2,5,81878,1,4,6
27,3,1,18012,4,9,9
28,3,1,73639,2,3,2
26,2,3,98592,1,3,9
32,2,6,59495,3,9,9
47,3,2,12686,4,4,3
27,3,1,70409,3,1,1
41,1,9,60927,4,5,1
23,2,6,59458,3,5,4
29,2,7,79580,1,10,9
46,3,3,76552,2,7,9
33,3,2,31387,1,5,3
36,2,6,27122,1,4,7
34,2,4,50421,4,2,2
35,1,1,77240,2,3,6
28,3,2,79302,4,8,9
38,1,3,41716,3,3,6
48,1,9,61987,1,2,10
29,2,3,89162,1,2,5
41,2,7,11701,4,1,9
39,1,4,78104,1,3,6
50,1,8,69922,4,9,3
42,1,1,78283,2,3,3
20,1,9,66956,3,8,1
25,3,7,79542,4,2,6
46,2,5,62769,1,5,8
36,3,7,47101,3,7,1
44,1,7,48919,1,5,7
38,1,2,88447,4,10,1
45,2,9,74754,4,10,1
40,3,4,14813,4,2,3
26,2,2,50860,4,8,6
24,3,4,30494,3,2,4
25,1,2,86534,1,8,4
40,2,4,43136,3,6,4
35,3,10,38201,3,7,5
41,2,6,57818,3,3,10
43,2,3,24683,3,4,4
33,3,7,19119,3,6,6
32,2,9,32402,3,6,3
23,3,2,15039,2,7,10
36,3,3,51271,2,6,3
25,2,8,82562,2,4,9
35,1,9,97448,2,1,1
33,1,9,35642,2,3,5
38,3,8,19751,1,10,9
29,1,4,71552,1,2,7
25,2,5,20006,3,6,2
47,2,8,54160,1,10,7
35,1,6,61970,1,1,1
47,1,3,19068,1,10,9
46,2,6,51026,2,9,6
31,2,1,61286,2,4,2
26,3,1,80885,2,1,9
30,1,1,43328,1,5,2
24,3,6,36923,4,2,10
30,1,7,35965,4,4,10
39,3,10,31860,2,1,1
44,3,2,59653,3,8,3
46,1,6,31111,4,2,6
21,2,3,51791,1,8,5
20,2,7,91030,2,8,1
35,1,1,62522,3,6,6
41,1,7,57816,4,4,8
49,3,3,85945,4,6,5
37,1,2,75752,2,10,9
43,2,10,68919,2,2,9
45,3,6,21837,2,6,9
37,2,6,82586,3,3,6
33,1,4,74913,1,3,7
27,2,3,60319,1,9,4
27,1,6,88156,3,4,10
42,3,7,51042,2,6,5
45,1,1,15611,1,5,5
26,2,6,59302,3,4,9
24,3,9,27380,4,4,3
28,2,4,20574,4,8,1
24,3,7,20285,2,3,3
38,1,1,12129,2,10,4
39,3,3,15113,2,1,6
43,3,5,48940,4,4,3
29,2,5,72924,3,4,9
38,1,6,32751,4,1,8
44,2,2,16280,1,10,2
42,1,10,26630,2,2,7
34,3,7,16464,4,1,5
24,2,5,55919,3,1,4
32,2,9,53326,1,4,2
24,1,4,94024,2,8,2
31,1,6,50040,2,7,5
46,3,7,68721,2,1,2
39,3,4,63709,4,3,10
24,3,2,72182,1,9,9
50,1,1,51606,4,2,2
31,2,9,55244,3,3,6
48,1,1,98545,2,4,1
31,2,2,52610,3,1,5
42,2,8,81721,1,7,5
41,3,6,83412,3,5,4
30,1,10,48081,4,1,2
20,1,10,62167,3,6,4
46,1,9,88860,2,9,9
31,3,1,45215,4,3,1
38,1,6,41748,1,6,10
23,3,4,54595,3,1,1
33,1,9,43336,1,3,7
45,3,3,66927,1,1,7
23,1,1,50792,1,7,5
41,2,10,79563,3,2,5
42,2,4,24848,1,3,5
40,3,6,27652,4,1,1
21,1,5,40534,4,3,1
41,3,7,98486,2,10,5
48,3,4,22561,1,1,10
36,3,10,49952,1,10,5
44,3,8,84999,4,6,3
29,3,5,21060,4,9,7
23,3,6,37956,2,4,7
38,3,1,27582,4,6,6
39,2,6,50909,3,9,3
23,3,10,29000,2,9,3
42,1,1,55347,2,3,8
46,1,2,60341,1,5,3
46,3,4,66108,4,9,3
50,2,9,56798,2,9,8
20,3,8,13965,1,8,5
45,2,3,97095,2,6,3
31,1,10,95819,4,2,5
44,3,4,40856,3,8,8
21,3,5,33989,3,3,6
45,3,1,68049,2,2,9
38,3,1,44714,2,5,1
44,3,3,76465,1,4,6
29,2,10,40279,3,1,7
24,2,4,17384,3,9,7
23,1,4,93533,2,3,10
28,2,10,85154,2,7,6
37,3,8,10379,4,3,2
26,3,4,74260,3,4,4
35,3,1,35660,1,9,1
35,3,9,24833,1,6,10
46,2,2,67546,3,8,5
34,2,9,74055,1,9,6
41,2,9,70869,3,1,6
34,3,8,49137,3,2,6
36,1,10,17449,4,7,10
23,1,5,93654,2,4,10
49,2,1,73225,4,4,9
36,3,9,56956,2,4,2
36,2,3,12169,4,9,10
39,1,7,49824,1,7,8
42,1,7,11841,3,10,4
42,3,1,97557,4,4,7
28,3,10,57620,1,3,3
25,3,10,56078,3,10,6
22,1,1,66186,4,8,3
25,3,1,48603,1,4,10
49,2,7,32943,3,9,1
44,3,9,96200,3,6,8
30,1,7,91952,2,4,2
29,3,3,72937,2,8,1
47,2,10,28439,4,1,3
36,3,10,30023,4,1,1
27,2,1,13413,3,2,7
34,3,10,83231,3,10,8
23,3,10,56513,1,3,8
23,1,2,92964,4,5,4
24,2,6,15155,3,4,1
43,2,10,14024,1,5,2
45,2,6,92155,3,7,3
36,1,1,23070,3,9,8
42,1,8,81614,2,3,10
41,3,9,86465,2,6,10
42,3,3,34235,2,3,1
32,1,8,37166,2,3,7
21,2,8,70460,4,2,3
28,3,8,21112,1,5,5
31,2,7,41069,4,5,1
34,2,6,76925,4,5,5
39,3,1,76424,2,9,6
22,3,1,67906,4,4,6
33,3,5,89770,4,7,7
43,1,6,28431,2,9,1
39,2,10,94023,4,1,1
37,1,2,75338,1,10,8
30,2,2,84400,3,8,5
38,3,3,73803,3,1,10
45,3,1,83743,4,5,6
30,2,10,76017,2,5,1
20,1,10,42462,4,9,4
43,3,8,29981,4,10,3
34,1,8,50264,1,6,8
40,1,7,49167,2,9,5
20,1,8,41054,2,5,3
28,2,4,52598,4,1,7
23,2,4,84551,2,7,10
33,3,9,66279,2,10,6
26,2,9,46400,2,7,6
31,2,10,51858,4,6,7
45,2,10,15746,4,9,5
27,2,5,83786,2,4,5
24,1,6,72307,4,2,9
40,3,1,30440,1,9,9
29,2,6,98551,4,4,5
47,2,4,36699,2,9,10
29,1,8,84165,2,7,9
35,1,3,70317,2,9,7
39,2,2,28478,3,6,1
26,1,2,58220,3,2,7
36,3,2,31813,3,8,1
37,3,5,63717,2,3,6
49,1,1,94273,1,4,5
45,3,3,45583,2,5,4
46,3,2,13472,4,3,4
28,2,3,87907,1,6,9
46,1,10,95242,3,6,8
21,3,3,67792,1,8,7
45,3,1,72845,1,2,7
36,2,8,77311,4,8,8
48,3,8,83054,3,2,7
45,1,3,25513,1,4,1
26,1,4,65340,2,10,2
22,2,1,75005,4,5,8
45,3,3,42417,1,2,10
24,1,1,54636,3,8,3
50,2,3,12798,3,2,1
44,1,1,51143,2,8,6
36,2,8,91320,1,7,9
42,3,6,71431,2,4,6
21,3,6,86651,1,6,7
38,3,5,96464,1,4,2
24,2,9,87281,2,7,2
35,2,4,39300,1,10,4
49,3,3,63845,1,6,2
20,3,8,65329,2,9,10
47,2,7,11162,2,7,10
38,3,10,64864,3,9,6
34,2,5,48966,3,4,8
46,2,8,76617,3,3,5
33,3,3,24719,3,9,5
29,2,1,91992,4,4,2
46,3,4,73227,4,3,2
43,1,4,41767,2,7,6
46,3,7,48682,1,1,8
29,1,6,96337,4,8,9
20,1,6,81050,1,3,2
42,3,5,27979,3,3,1
30,3,3,34911,1,9,10
43,1,4,36625,3,4,3
25,3,1,33828,3,5,6
39,2,5,95238,1,10,2
33,1,1,81338,4,7,9
26,2,2,85931,1,8,8
43,2,6,98386,3,1,7
31,1,9,27303,4,10,5
34,1,5,87428,2,4,2
48,1,2,88617,1,9,9
21,1,6,38407,1,8,3
26,2,4,33320,1,2,10
40,2,8,49677,3,1,4
20,3,9,61209,3,3,9
39,3,2,18236,4,3,2
28,1,5,77153,3,5,4
48,3,4,27365,2,9,8
39,1,1,78168,4,5,1
21,2,1,96078,1,4,8
28,1,1,92560,2,8,4
48,1,3,42516,4,3,8
36,1,3,27348,1,7,1
47,3,7,73741,1,1,1
24,3,4,27644,1,9,4
20,1,9,88493,3,5,6
36,3,1,95794,2,8,8
35,1,10,47498,3,3,5
23,1,7,28624,2,4,6
29,1,9,28385,3,1,6
44,3,9,80136,4,7,4
44,2,3,50300,1,3,2
40,1,10,44896,2,8,2
23,2,1,94021,2,5,6
49,3,10,38178,3,1,5
45,2,2,97231,2,6,8
37,1,2,74462,1,6,10
46,1,2,81077,3,2,7
38,1,4,98394,3,2,10
25,1,8,63008,4,1,9
42,2,4,50647,2,4,1
45,3,3,11361,3,10,9
48,3,2,55601,1,1,1
34,2,10,92385,2,5,4
39,1,5,11614,4,8,3
29,2,8,67883,4,6,2
49,1,1,74244,4,10,7
25,1,6,83806,3,5,5
37,3,7,40306,3,5,10
40,2,8,77426,1,6,8
45,3,7,65752,4,9,8
45,1,10,25766,4,4,2
45,3,4,74063,4,8,1
50,3,6,15797,2,10,5
26,1,2,37617,1,3,10
20,3,7,48332,1,6,9
38,3,4,71828,2,10,7
33,3,9,19284,4,10,1
38,1,2,49189,1,8,6
23,1,7,11466,2,6,10
48,3,1,39986,2,6,6
33,1,9,12354,1,4,7
43,2,2,56488,2,9,1
42,2,6,59156,4,9,6
32,3,6,76996,4,8,10
32,1,5,13898,3,2,2
47,3,3,81503,2,10,7
48,2,6,75143,2,7,8
29,3,3,71069,3,7,5
27,3,1,47980,3,3,7
49,2,5,72499,2,9,3
46,3,4,15054,3,4,10
26,1,2,66992,3,1,3
46,2,3,91765,3,10,8
26,1,1,46971,1,10,2
21,1,6,85662,3,6,6
35,2,4,93989,1,3,7
27,1,6,39580,1,6,8
35,2,3,75918,3,4,10
20,3,9,54729,1,2,5
46,2,1,86159,3,9,3
30,1,3,89367,4,7,4
33,1,1,41441,1,10,9
50,3,2,44657,2,8,8
29,1,8,10428,2,10,5
26,3,1,83063,2,1,3
39,2,2,88337,3,9,9
38,3,4,61339,1,1,6
30,1,2,63603,1,7,1
27,3,5,78459,3,10,7
27,3,4,76248,1,9,2
48,3,4,81813,2,2,9
26,3,10,25375,4,7,7
24,1,8,84051,4,9,1
28,1,9,93182,2,1,2
29,3,2,90426,4,2,6
33,1,3,49863,3,3,4
24,1,7,40064,2,2,10
27,3,5,34959,2,3,6
30,3,2,63878,4,5,1
34,2,1,26250,3,5,10
49,1,7,40172,2,8,8
48,1,2,42871,1,4,8
45,1,1,89980,1,6,8
49,3,9,42911,2,3,7
37,2,10,26594,1,7,1
38,3,1,69737,3,10,7
29,1,2,23743,2,6,1
26,1,3,49895,3,5,1
20,1,3,77575,2,1,6
29,2,9,38263,4,7,3
23,1,6,96149,3,2,10
46,1,4,97232,2,6,9
45,3,1,74018,2,2,4
46,2,4,23860,1,6,9
41,3,7,74509,1,6,5
40,3,1,30741,3,1,9
40,2,4,15863,3,8,1
25,1,3,56864,4,3,8
26,2,7,15409,4,9,2
47,3,7,18151,3,7,6
42,3,6,91989,1,10,9
44,2,5,16769,4,8,2
40,2,10,19921,4,4,8
20,2,8,83735,3,1,10
29,1,1,82791,2,3,2
35,3,1,87683,4,2,10
48,2,9,97124,3,2,4
36,1,6,24937,1,8,9
42,1,2,94956,2,1,4
25,2,1,60859,4,10,2
48,3,8,57533,2,4,9
47,3,6,67778,1,4,4
25,3,3,63326,2,3,6
28,1,4,57976,2,3,4
38,3,4,59650,2,4,7
45,3,3,33244,4,6,8
35,3,4,35157,2,5,9
31,3,1,60773,4,8,3
27,3,8,64958,4,8,3
20,3,4,82121,2,8,7
21,1,9,52154,4,1,1
22,3,10,63393,1,10,7
39,3,9,91641,2,4,7
41,2,4,46142,1,5,9
29,2,2,75467,4,10,6
22,2,2,66913,2,7,4
42,1,2,25751,2,2,2
35,3,10,42154,3,7,2
31,1,3,64180,4,7,4
46,3,4,56291,1,10,7
45,2,7,57010,1,1,6
36,1,5,42658,2,5,5
31,1,4,94126,3,9,3
46,2,10,71329,1,6,2
21,2,6,11481,1,5,1
36,2,9,75641,2,7,9
42,3,10,18767,2,6,6
45,3,7,15875,2,3,9
21,3,1,79777,2,6,7
45,1,8,83416,4,3,7
35,1,5,89846,3,1,4
37,3,7,50946,2,7,6
45,3,6,33785,2,10,8
37,3,8,90146,1,7,8
35,2,3,37452,3,8,2
34,1,4,94496,1,3,4
21,1,8,35892,2,5,2
39,3,2,84550,4,2,10
31,1,10,50018,3,3,3
44,3,6,57236,4,9,10
40,3,8,63559,3,10,5
23,2,9,32048,1,5,8
33,3,9,33105,4,5,6
30,1,8,19382,4,9,6
22,2,9,90449,1,7,5
37,2,3,59326,2,4,9
26,1,7,56896,3,3,9
40,2,10,55648,3,7,9
27,1,4,39506,2,2,5
48,3,8,30022,4,9,5
49,1,4,42802,3,10,7
47,1,1,73107,1,7,9
31,1,3,35212,2,7,2
25,1,4,24556,2,6,5
33,1,8,55183,3,6,2
32,3,1,94730,4,6,3
47,1,4,15493,4,7,10
29,2,2,53937,2,6,2
38,3,8,51059,4,4,6
20,2,5,26090,2,2,8
41,1,10,92140,3,10,3
26,1,10,38297,2,8,8
31,1,7,55184,3,5,5
49,2,9,18024,1,9,6
26,1,6,36174,3,1,4
42,2,4,39774,4,6,4
49,2,9,88168,2,9,8
34,1,4,96638,3,5,2
47,1,10,44525,2,8,3
20,1,9,81627,4,6,7
21,3,2,67206,1,8,6
30,2,4,85999,2,1,6
34,1,7,79578,3,4,4
37,1,9,63701,2,2,5
35,2,1,98956,3,4,8
30,2,10,95994,2,2,1
25,2,10,88786,1,9,6
27,3,3,42557,2,4,7
28,2,1,35047,4,6,3
41,2,2,56825,1,3,10
37,3,5,55263,1,9,6
22,1,6,68102,4,5,4
34,3,6,62285,2,2,6
40,2,9,67427,2,2,1
20,2,5,40911,1,2,6
50,3,5,43792,3,9,3
31,1,4,79923,1,2,7
46,1,6,93088,1,10,10
43,3,10,53553,3,8,7
26,1,5,54568,3,8,1
20,3,7,90062,4,5,1
32,2,9,25537,1,3,9
22,1,9,10544,3,9,6
21,1,3,25242,2,4,9
22,3,5,72404,4,2,3
48,2,1,52063,2,1,2
23,2,5,70628,1,4,10
47,3,3,63401,4,5,9
45,2,8,17699,2,2,1
46,2,3,93181,3,10,5
35,2,3,21556,2,3,8
27,1,8,68809,3,5,10
31,1,7,12236,3,9,9
49,2,9,26191,3,10,5
35,3,2,30784,4,4,3
40,2,5,43614,1,6,8
21,3,7,11635,4,10,1
27,3,4,78867,1,9,2
22,1,4,16811,4,5,6
30,2,7,91770,3,2,2
38,2,3,77302,4,8,5
49,2,6,48945,2,6,3
26,3,7,94357,4,6,4
23,3,8,70545,1,1,3
44,1,9,81948,4,9,5
24,1,9,73678,2,8,7
23,3,8,32517,1,8,10
41,3,1,83880,2,7,9
32,1,7,53322,1,3,9
30,1,6,25373,1,5,2
31,2,2,56224,4,9,4
40,2,4,26895,3,10,2
34,2,3,66554,2,6,4
25,3,7,47660,1,4,6
43,1,3,26961,4,2,9
22,2,9,39190,1,4,1
31,1,3,59762,4,8,4
21,3,7,91995,3,6,5
47,1,9,27665,4,9,4
43,3,3,79520,2,3,1
50,1,9,71469,2,4,6
32,1,4,62335,3,8,10
48,3,1,19081,2,6,6
33,3,8,44048,2,4,9
28,2,7,55754,2,1,9
36,1,8,10325,4,3,2
42,3,3,96608,2,10,7
47,2,2,91551,3,5,1
21,2,3,14133,3,9,9
37,3,9,69395,1,4,2
39,3,2,76711,2,1,7
31,1,5,80923,2,2,5
41,1,7,38606,3,1,9
46,2,5,82147,2,7,3
41,3,6,19749,2,5,7
27,1,5,72213,2,5,4
47,3,7,27386,2,6,5
41,3,4,93285,2,7,10
44,2,5,79393,4,4,4
34,2,6,18063,1,7,4
46,2,6,25499,3,1,3
